patent_number,patent_title,patent_date,patent_num_claims,patent_num_combined_citations,inventor_last_name,inventor_first_name,assignee_organization
7899807,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Singh,Narinder Pal,Yahoo! Inc.
7899808,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Soulanille,Thomas A.,Yahoo! Inc.
7900145,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Snell,Scott W.,Yahoo! Inc.
7904062,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Davis,Darren J.,Yahoo! Inc.
7904435,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Cheung,Dominic Dough-Ming,Yahoo! Inc.
7908234,System for classifying a search query,2009-10-13,21,23,He,Xiaofei,Yahoo! Inc.
7908249,System for classifying a search query,2009-10-13,21,23,Jhala,Pradhuman Dasharalhasinh,Yahoo! Inc.
7908289,User interfaces for search systems using in-line contextual queries,2009-10-13,25,45,Hartmann,Andreas Dominik,Yahoo! Inc.
7908363,User interfaces for search systems using in-line contextual queries,2009-10-13,25,45,Strijland,Paulien,Yahoo! Inc.
7908556,User interfaces for search systems using in-line contextual queries,2009-10-13,25,45,Kraft,Reiner,Yahoo! Inc.
7912831,Active Abstracts,2009-10-20,30,28,Ravinarayanan,Kalpana,Yahoo! Inc.
7912843,Active Abstracts,2009-10-20,30,28,Carson,Chad,Yahoo! Inc.
7917448,Active Abstracts,2009-10-20,30,28,Cook,Douglas M.,Yahoo! Inc.
7917465,Record boundary identification and extraction through pattern mining,2009-10-20,26,8,Kulkarni,Parashuram,Yahoo! Inc.
7917489,System and method for providing geo-relevant information based on a mobile device,2009-11-10,21,27,Riise,Soren,Yahoo! Inc.
7917496,System and method for providing geo-relevant information based on a mobile device,2009-11-10,21,27,Patel,Devesh T.,Yahoo! Inc.
7917520,Clearinghouse for messages between disparate networks,2009-12-01,9,4,Musil,Alexander Q.,Yahoo! Inc.
7917591,Clearinghouse for messages between disparate networks,2009-12-01,9,4,Dollar,Graeme R.,Yahoo! Inc.
7921073,Clearinghouse for messages between disparate networks,2009-12-01,9,4,Ramakrishnan,Thyagarajapuram S.,Yahoo! Inc.
7921107,Wait timer for partially formed query,2009-12-08,29,51,Raju,Swati,Yahoo! Inc.
7921132,Wait timer for partially formed query,2009-12-08,29,51,Wooldridge,Andrew,Yahoo! Inc.
7921416,Clustered search processing,2009-12-08,16,12,"Ott, IV",Edward Stanley,Yahoo! Inc.
7925708,Clustered search processing,2009-12-08,16,12,Saft,Keith David,Yahoo! Inc.
7925716,Clustered search processing,2009-12-08,16,12,Boerries,Marco,Yahoo! Inc.
7930645,Clustered search processing,2009-12-08,16,12,Tendjoukian,Meher,Yahoo! Inc.
7933884,Clustered search processing,2009-12-08,16,12,Yiu,Paul,Yahoo! Inc.
7933899,Method for identifying related pages in a hyperlinked database,2009-12-08,17,29,Black,Jeffery Dean,Yahoo! Inc.
7933903,Method for identifying related pages in a hyperlinked database,2009-12-08,17,29,Broder,Andrei,Yahoo! Inc.
7937403,Method for identifying related pages in a hyperlinked database,2009-12-08,17,29,Henzinger,Monika,Yahoo! Inc.
7937468,Query rewriting with spell correction suggestions using a generated set of query features,2009-12-08,32,26,Li,Xin Hui,Yahoo! Inc.
7941420,Query rewriting with spell correction suggestions using a generated set of query features,2009-12-08,32,26,Lu,Yumao,Yahoo! Inc.
7941429,Query rewriting with spell correction suggestions using a generated set of query features,2009-12-08,32,26,Ahmed,Nawaaz,Yahoo! Inc.
7941436,Query rewriting with spell correction suggestions using a generated set of query features,2009-12-08,32,26,Peng,Fuchun,Yahoo! Inc.
7941557,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Kannan,Ashvin,Yahoo! Inc.
7941740,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Pedersen,Jan Aage,Yahoo! Inc.
7945565,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Cantu-Paz,Erick,Yahoo! Inc.
7945862,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Leggetter,Christopher John,Yahoo! Inc.
7949563,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Subasic,Pero,Yahoo! Inc.
7949647,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Ku,David Cho-Lun,Yahoo! Inc.
7949661,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Carson,Chad,Yahoo! Inc.
7949672,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,Iyer,Rukmini,Yahoo! Inc.
7949724,System and method for generating functions to predict the clickability of advertisements,2009-12-08,62,2,LuVogt,Christopher C.,Yahoo! Inc.
7953775,Content router asynchronous exchange,2009-12-08,66,265,Srinivasan,Venkatachary,Yahoo! Inc.
7953777,Content router asynchronous exchange,2009-12-08,66,265,Boerries,Marco,Yahoo! Inc.
7954058,Content router asynchronous exchange,2009-12-08,66,265,Meyer,Markus,Yahoo! Inc.
7957957,"Realtime indexing and search in large, rapidly changing document collections",2009-12-15,12,6,Walters,Chad P.,Yahoo! Inc.
7958109,"Realtime indexing and search in large, rapidly changing document collections",2009-12-15,12,6,Rose,Daniel E.,Yahoo! Inc.
7958110,"Realtime indexing and search in large, rapidly changing document collections",2009-12-15,12,6,Mao,Jianchang,Yahoo! Inc.
7958115,Click-through re-ranking of images and other data,2009-12-15,23,8,Thrall,John J.,Yahoo! Inc.
7958117,Using activation paths to cluster proximity query results,2009-12-22,18,8,Jadhav,Apurva Rameshchandra,Yahoo! Inc.
7958156,Remote selection and installation of auxiliary content,2009-12-22,9,8,Abramowitz,Marc S.,Yahoo! Inc.
7958228,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,Tsang,Audrey Y.,Yahoo! Inc.
7958234,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,Fukuda,Matthew Kenjiro,Yahoo! Inc.
7958363,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,Wascovich,Dan James,Yahoo! Inc.
7962363,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,Hayashi,Nathanael Joe,Yahoo! Inc.
7962502,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,"Ott, IV",E. Stanley,Yahoo! Inc.
7973655,Contextual mobile local search based on social network vitality information,2009-12-22,21,40,Quoc,Michael,Yahoo! Inc.
7974934,Financial information portal,2009-12-29,21,9,Nesbitt,Susan,Yahoo! Inc.
7974940,Financial information portal,2009-12-29,21,9,Bennett,Michael J.,Yahoo! Inc.
7974976,Financial information portal,2009-12-29,21,9,Bergquist,John F.,Yahoo! Inc.
7975065,Method and system for enabling a script on a first computer to exchange data with a script on a second computer over a network,2010-01-19,25,35,Shafron,Thomas Joshua,Yahoo! Inc.
7979067,Method and system for enabling a script on a first computer to exchange data with a script on a second computer over a network,2010-01-19,25,35,Staib,Christopher,Yahoo! Inc.
7984062,Suggesting an alternative to the spelling of a search query,2010-03-02,16,33,Borkovsky,Arkady,Yahoo! Inc.
7984330,Suggesting an alternative to the spelling of a search query,2010-03-02,16,33,Carson,Chad,Yahoo! Inc.
7984472,Suggesting an alternative to the spelling of a search query,2010-03-02,16,33,Zagha,Marco J.,Yahoo! Inc.
7987417,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Durfee,Adam,Yahoo! Inc.
7991769,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Hall,Ashley Woodman,Yahoo! Inc.
7992197,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Rabbat,Ralph Rizkallah,Yahoo! Inc.
7996000,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Hood,Stephen L.,Yahoo! Inc.
7996306,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Kasperski,Richard Allan,Yahoo! Inc.
8001056,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Anick,Peter G.,Yahoo! Inc.
8001111,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Shah,Mihir D.,Yahoo! Inc.
8001117,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Gourlay,Alastair R.,Yahoo! Inc.
8005774,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Bayley,Oliver T.,Yahoo! Inc.
8005775,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Thrall,John J.,Yahoo! Inc.
8005835,Speculative search result based on a not-yet-submitted search query,2010-03-02,24,70,Kapur,Shyam,Yahoo! Inc.
8005845,Method and apparatus for assisting with playback of remotely stored media files,2010-03-02,14,51,Rogers,Ian C.,Yahoo! Inc.
8005917,Method and apparatus for assisting with playback of remotely stored media files,2010-03-02,14,51,Lord,Robert D.,Yahoo! Inc.
8006190,Method of controlling an Internet browser interface and a controllable browser interface,2010-03-09,49,144,Shafron,Thomas Joshua,Yahoo! Inc.
8006200,Prediction of click through rates using hybrid kalman filter-tree structured markov model classifiers,2010-03-16,13,0,Agarwal,Deepak K.,Yahoo! Inc.
8010532,System and method for navigating and indexing content,2010-03-16,10,4,King,Ryan D.,Yahoo! Inc.
8010996,System and method for navigating and indexing content,2010-03-16,10,4,Mann,Laurence Drew,Yahoo! Inc.
8015184,System and method for navigating and indexing content,2010-03-16,10,4,Upendran,Manish,Yahoo! Inc.
8015502,System and method for managing listings,2010-03-16,44,44,Ting,Joseph M.,Yahoo! Inc.
8023929,System and method for managing listings,2010-03-16,44,44,Khanna,Sandeep,Yahoo! Inc.
8024280,System and method for managing listings,2010-03-16,44,44,Hyder,Adam,Yahoo! Inc.
8024342,Techniques for clustering structurally similar web pages,2010-03-16,40,27,Poola,Krishna Leela,Yahoo! Inc.
8024384,Techniques for clustering structurally similar web pages,2010-03-16,40,27,Ramanujapuram,Arun,Yahoo! Inc.
8027931,Graphical user interface to manipulate syndication data feeds,2010-03-16,36,3,Sadri,Pasha,Yahoo! Inc.
8028065,Graphical user interface to manipulate syndication data feeds,2010-03-16,36,3,Trevor,Jonathan,Yahoo! Inc.
8032535,Graphical user interface to manipulate syndication data feeds,2010-03-16,36,3,Cheng,Kevin Y.,Yahoo! Inc.
8037053,Graphical user interface to manipulate syndication data feeds,2010-03-16,36,3,Ho,Edward J.,Yahoo! Inc.
8037070,Graphical user interface to manipulate syndication data feeds,2010-03-16,36,3,Raffel,Daniel Joseph,Yahoo! Inc.
8037097,Spike filter for financial data represented as discrete-valued time series,2010-03-23,19,2,Yao,Hongyu,Yahoo! Inc.
8037410,Spike filter for financial data represented as discrete-valued time series,2010-03-23,19,2,Bennett,Michael J.,Yahoo! Inc.
8041303,Spike filter for financial data represented as discrete-valued time series,2010-03-23,19,2,Kekre,Amol J.,Yahoo! Inc.
8041703,Term expansion using associative matching of labeled term pairs,2010-03-23,28,24,Fain,Daniel C.,Yahoo! Inc.
8041723,Term expansion using associative matching of labeled term pairs,2010-03-23,28,24,Sisk,Jacob,Yahoo! Inc.
8041729,Term expansion using associative matching of labeled term pairs,2010-03-23,28,24,Bramlet,Heidi Eldenburg,Yahoo! Inc.
8041775,Term expansion using associative matching of labeled term pairs,2010-03-23,28,24,Rieck,Charity A.,Yahoo! Inc.
8045482,Term expansion using associative matching of labeled term pairs,2010-03-23,28,24,Mao,Jianchang,Yahoo! Inc.
8045695,System and method for enhanced media distribution,2010-03-23,88,236,Rogers,Ian C.,Yahoo! Inc.
8045995,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Norton,Kenneth S.,Yahoo! Inc.
8046347,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Mao,Jianchang,Yahoo! Inc.
8046361,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Xu,Zhichen,Yahoo! Inc.
8046411,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Tam,Chung-Man,Yahoo! Inc.
8046675,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Bassett,Adrienne,Yahoo! Inc.
8046681,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Arnold,Nathan,Yahoo! Inc.
8050689,Apparatus and method for normalizing user-selected keywords in a folksonomy,2010-03-23,13,11,Hall,Ashley Woodman,Yahoo! Inc.
8050693,Mapping online service user ID to portal user ID,2010-03-23,15,18,Crawford,Lee,Yahoo! Inc.
8051032,Mapping online service user ID to portal user ID,2010-03-23,15,18,Cahill,John,Yahoo! Inc.
8051062,Web services multi-protocol support,2010-03-23,21,9,Kothari,Pankaj,Yahoo! Inc.
8051068,Web services multi-protocol support,2010-03-23,21,9,Atreya,Avinash,Yahoo! Inc.
8051087,Attribute extraction using limited training data,2010-03-30,20,7,Pavlov,Dmitry Yurievich,Yahoo! Inc.
8054756,Attribute extraction using limited training data,2010-03-30,20,7,Balasubramanyan,Ramnath,Yahoo! Inc.
8055271,Presence indication configuration methodology,2010-03-30,5,34,Sanghavi,Mehul K.,Yahoo! Inc.
8055444,Presence indication configuration methodology,2010-03-30,5,34,Kobashikawa,Brian Tadao,Yahoo! Inc.
8055615,Presence indication configuration methodology,2010-03-30,5,34,Szeto,Christopher,Yahoo! Inc.
8055634,System and method of generating recommendations using an RFID-enabled recommendation system,2010-04-06,25,8,Channell,Brian Paul,Yahoo! Inc.
8055673,Use of extensible markup language in a system and method for influencing a position on a search result list generated by a computer network search engine,2010-04-13,9,21,"Maritato, Jr.",Frank,Yahoo! Inc.
8056007,Use of extensible markup language in a system and method for influencing a position on a search result list generated by a computer network search engine,2010-04-13,9,21,Molinaro,Anthony,Yahoo! Inc.
8057291,Use of extensible markup language in a system and method for influencing a position on a search result list generated by a computer network search engine,2010-04-13,9,21,Cunningham,Stephan,Yahoo! Inc.
8060075,Use of extensible markup language in a system and method for influencing a position on a search result list generated by a computer network search engine,2010-04-13,9,21,Conrad,Nick,Yahoo! Inc.
8060455,Use of extensible markup language in a system and method for influencing a position on a search result list generated by a computer network search engine,2010-04-13,9,21,Zhao,Peng P.,Yahoo! Inc.
8060491,Universal search interface systems and methods,2010-04-13,22,9,Kapur,Shyam,Yahoo! Inc.
8060579,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,Harvey,James B.,Yahoo! Inc.
8060720,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,"Carson, Jr.",Charles C.,Yahoo! Inc.
8060823,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,Chawia,Devika,Yahoo! Inc.
8065242,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,Sabharwal,Mohit,Yahoo! Inc.
8065675,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,Zagha,Marco J.,Yahoo! Inc.
8069128,Matching and ranking of sponsored search listings incorporating web search technology and web content,2010-04-13,26,13,Nemenman,Matvey,Yahoo! Inc.
8069142,System and method for conducting an auction-based ranking of search results on a computer network,2010-04-20,18,33,Soulanille,Thomas A.,Yahoo! Inc.
8073953,Discovering and determining characteristics of network proxies,2010-04-20,18,5,Kamath,Pradeep,Yahoo! Inc.
8078642,Discovering and determining characteristics of network proxies,2010-04-20,18,5,Kurup,Madhu M.,Yahoo! Inc.
8078645,Tracking and blocking of spam directed to clipping services,2010-04-27,24,3,Temkin,Michael Jeremy,Yahoo! Inc.
8086543,Tracking and blocking of spam directed to clipping services,2010-04-27,24,3,Woods,Daniel John,Yahoo! Inc.
8095419,Tracking and blocking of spam directed to clipping services,2010-04-27,24,3,Jiang,Zhaowei Charlie,Yahoo! Inc.
8095487,Tracking and blocking of spam directed to clipping services,2010-04-27,24,3,Zhou,Min Jun,Yahoo! Inc.
8095560,Method and apparatus using a classifier to determine semantically relevant terms,2010-04-27,17,9,Jhala,Pradhuman Dasharalhasinh,Yahoo! Inc.
8098894,Method and apparatus using a classifier to determine semantically relevant terms,2010-04-27,17,9,He,Xiaofei,Yahoo! Inc.
8105159,Harvesting of media objects from searched sites without a user having to enter the sites,2010-04-27,20,13,Weber,Karon A.,Yahoo! Inc.
8107495,Harvesting of media objects from searched sites without a user having to enter the sites,2010-04-27,20,13,Tripodi,Samantha M.,Yahoo! Inc.
8108323,Harvesting of media objects from searched sites without a user having to enter the sites,2010-04-27,20,13,Shamma,David Ayman,Yahoo! Inc.
8108347,Systems and methods for managing and using multiple concept networks for assisted search processing,2010-04-27,8,6,Joshi,Deepa B.,Yahoo! Inc.
8108379,Systems and methods for managing and using multiple concept networks for assisted search processing,2010-04-27,8,6,Parikh,Jignashu G.,Yahoo! Inc.
8108416,Systems and methods for managing and using multiple concept networks for assisted search processing,2010-04-27,8,6,Kapur,Shyam,Yahoo! Inc.
8108452,User interface for media item portion search tool,2010-04-27,46,23,Martinez,Ronald G.,Yahoo! Inc.
8108481,Method and apparatus for providing flash-based avatars,2010-04-27,21,37,Ashtekar,Ashish,Yahoo! Inc.
8108501,Method and apparatus for providing flash-based avatars,2010-04-27,21,37,Lim,Hanjoo,Yahoo! Inc.
8108515,Method and apparatus for providing flash-based avatars,2010-04-27,21,37,Torgemane,Henri,Yahoo! Inc.
8108770,Method and apparatus for providing flash-based avatars,2010-04-27,21,37,Patwardhan,Chintamani M.,Yahoo! Inc.
8108800,Phonetic self-improving search engine,2010-05-11,23,4,Davallou,Arash Michael,Yahoo! Inc.
8112393,Method and system for providing listener-requested music over a network,2010-05-18,51,24,Volk,Andrew R.,Yahoo! Inc.
8112501,Method and system for providing listener-requested music over a network,2010-05-18,51,24,Reed,Erik James,Yahoo! Inc.
8117256,Templates for themed instant messages,2010-05-18,23,11,Bochatey,Rebecca L.,Yahoo! Inc.
8122353,Templates for themed instant messages,2010-05-18,23,11,Bonforte,Jeffrey,Yahoo! Inc.
8126766,Templates for themed instant messages,2010-05-18,23,11,Ettenhofer,Jeffrey Robert,Yahoo! Inc.
8135626,Templates for themed instant messages,2010-05-18,23,11,Jean,Patrick,Yahoo! Inc.
8135704,Method and system of controlling a context menu,2010-05-18,61,191,Wada,Alan,Yahoo! Inc.
8135707,Method and system of controlling a context menu,2010-05-18,61,191,Burke,Eric P.,Yahoo! Inc.
8135805,Method and system of controlling a context menu,2010-05-18,61,191,Fan,Duke Tsao-Ming,Yahoo! Inc.
8135854,System and method for enhanced messaging including a displayable status indicator relating to another user and an associated playlist or webpage,2010-05-25,3,8,Dhomse,Vinod P.,Yahoo! Inc.
8140963,System and method for enhanced messaging including a displayable status indicator relating to another user and an associated playlist or webpage,2010-05-25,3,8,Beaupre,Todd M.,Yahoo! Inc.
8145637,System and method for enhanced messaging including a displayable status indicator relating to another user and an associated playlist or webpage,2010-05-25,3,8,Szeto,Christopher,Yahoo! Inc.
8145727,System and method for enhanced messaging including a displayable status indicator relating to another user and an associated playlist or webpage,2010-05-25,3,8,Schiro,Pierre,Yahoo! Inc.
8150849,Low code-footprint security solution,2010-05-25,36,14,Kraus,Thomas Martin,Yahoo! Inc.
8150967,Low code-footprint security solution,2010-05-25,36,14,Meyer,Markus,Yahoo! Inc.
8151282,Low code-footprint security solution,2010-05-25,36,14,Yang,Lie,Yahoo! Inc.
8155986,Low code-footprint security solution,2010-05-25,36,14,Srinivasan,Venkatachary,Yahoo! Inc.
8155998,Query string matching method and apparatus,2010-06-08,11,16,Carnahan,John M.,Yahoo! Inc.
8156135,System and method using hierachical clustering for evolutionary clustering of sequential data sets,2010-06-08,19,2,Tomkins,Andrew S.,Yahoo! Inc.
8156240,System and method using hierachical clustering for evolutionary clustering of sequential data sets,2010-06-08,19,2,Chakrabarti,Deepayan,Yahoo! Inc.
8166016,System and method using hierachical clustering for evolutionary clustering of sequential data sets,2010-06-08,19,2,Ravikumar,Shanmugasundaram,Yahoo! Inc.
8166029,Content distribution system for operation over an internetwork including content peering arrangements,2010-06-08,12,38,McCanne,Steven R.,Yahoo! Inc.
8166058,System and method for providing automobile marketing research information,2010-06-15,20,60,Weyer,Larry,Yahoo! Inc.
8166168,System and method for providing automobile marketing research information,2010-06-15,20,60,Pham,Kay,Yahoo! Inc.
8166305,System and method for providing automobile marketing research information,2010-06-15,20,60,Mallon,Ken,Yahoo! Inc.
8171429,System and method for providing automobile marketing research information,2010-06-15,20,60,Chand,Jagdish,Yahoo! Inc.
8174974,Indication of exclusive items in a result set,2010-06-29,10,15,Simpson,David Andrew,Yahoo! Inc.
8175623,Indication of exclusive items in a result set,2010-06-29,10,15,Reinhold,James Michael,Yahoo! Inc.
8175922,Indication of exclusive items in a result set,2010-06-29,10,15,Karmirantzos,Apostolos,Yahoo! Inc.
8176066,Indication of exclusive items in a result set,2010-06-29,10,15,Ciemiewicz,David M.,Yahoo! Inc.
8176509,Indication of exclusive items in a result set,2010-06-29,10,15,Makris,Gregory M.,Yahoo! Inc.
8180770,Indication of exclusive items in a result set,2010-06-29,10,15,Freeman,Jackie Andrew,Yahoo! Inc.
8181178,Indication of exclusive items in a result set,2010-06-29,10,15,Lee,Tony Sang-min,Yahoo! Inc.
8185425,Indication of exclusive items in a result set,2010-06-29,10,15,Thun,Christopher,Yahoo! Inc.
8185524,Indication of exclusive items in a result set,2010-06-29,10,15,Schectman,Hal R.,Yahoo! Inc.
8190572,Presentation of differences between multiple searches,2010-06-29,7,10,Karmirantzos,Apostolos,Yahoo! Inc.
8196095,Presentation of differences between multiple searches,2010-06-29,7,10,Ciemiewicz,David M.,Yahoo! Inc.
8200933,Presentation of differences between multiple searches,2010-06-29,7,10,Lee,Tony Sang-min,Yahoo! Inc.
8203952,Presentation of differences between multiple searches,2010-06-29,7,10,Schectman,Hal R.,Yahoo! Inc.
8204874,Presentation of differences between multiple searches,2010-06-29,7,10,Freeman,Jackie Andrew,Yahoo! Inc.
8204878,Presentation of differences between multiple searches,2010-06-29,7,10,Reinhold,James Michael,Yahoo! Inc.
8209277,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Schectman,Hal R.,Yahoo! Inc.
8209317,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Ciemiewicz,David M.,Yahoo! Inc.
8210916,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Karmirantzos,Apostolos,Yahoo! Inc.
8219126,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Reinhold,James Michael,Yahoo! Inc.
8219492,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Lee,Tony Sang-min,Yahoo! Inc.
8224308,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Makris,Gregory M.,Yahoo! Inc.
8224889,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Simpson,David Andrew,Yahoo! Inc.
8230456,Difference control for generating and displaying a difference result set from the result sets of a plurality of search engines,2010-06-29,5,15,Freeman,Jackie Andrew,Yahoo! Inc.
8234166,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Loo,Patrick S.,Yahoo! Inc.
8239387,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Matzanas,Sotiris,Yahoo! Inc.
8244517,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Naeimi,Mitra,Yahoo! Inc.
8249566,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Fondren,Jim,Yahoo! Inc.
8250077,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Eichstaedt,Matthias,Yahoo! Inc.
8254684,Techniques for selectively performing searches against data and providing search results,2010-06-29,14,16,Zhang,Ming Li,Yahoo! Inc.
8255390,World modeling using a relationship network with communication channels to entities,2010-06-29,15,12,Perluss,Kenneth G.,Yahoo! Inc.
8255414,World modeling using a relationship network with communication channels to entities,2010-06-29,15,12,Kraft,Reiner,Yahoo! Inc.
8255793,World modeling using a relationship network with communication channels to entities,2010-06-29,15,12,Maghoul,Farzin,Yahoo! Inc.
8260315,Community-based web filtering,2010-06-29,14,3,Tomkins,Andrew S.,Yahoo! Inc.
8260666,Community-based web filtering,2010-06-29,14,3,McAfee,Randolph Preston,Yahoo! Inc.
8260680,Community-based web filtering,2010-06-29,14,3,Ravikumar,Shanmugasundaram,Yahoo! Inc.
8260882,Relative typing waiting time before disambiguation aids,2010-06-29,25,8,Lecomte,Julien F.,Yahoo! Inc.
8265612,Relative typing waiting time before disambiguation aids,2010-06-29,25,8,Chi,Liang-Yu (Tom),Yahoo! Inc.
8265654,Shortcut sets for controlled environments,2010-07-06,17,22,Kumar,Amit Y.,Yahoo! Inc.
8266149,Customization of an online shopping experience,2010-07-13,21,5,Pisupati,Chandra,Yahoo! Inc.
8271408,Customization of an online shopping experience,2010-07-13,21,5,Sane,Aamod,Yahoo! Inc.
8271474,Customization of an online shopping experience,2010-07-13,21,5,Shkolnik,Boris,Yahoo! Inc.
8271486,Customization of an online shopping experience,2010-07-13,21,5,Reeth,Timothy,Yahoo! Inc.
8271506,Customization of an online shopping experience,2010-07-13,21,5,Mohamed,Ali,Yahoo! Inc.
8275414,Customization of an online shopping experience,2010-07-13,21,5,Rawlins,Sheridan,Yahoo! Inc.
8275419,Customization of an online shopping experience,2010-07-13,21,5,Park,Sung Min,Yahoo! Inc.
8275760,Customization of an online shopping experience,2010-07-13,21,5,Jackson,David R.,Yahoo! Inc.
8280624,Customization of an online shopping experience,2010-07-13,21,5,Li,Junxu,Yahoo! Inc.
8280829,Customization of an online shopping experience,2010-07-13,21,5,Lam,Con,Yahoo! Inc.
8286086,Customization of an online shopping experience,2010-07-13,21,5,Kasi,Ashish,Yahoo! Inc.
8290927,Customization of an online shopping experience,2010-07-13,21,5,Song,Deyang,Yahoo! Inc.
8290980,Customization of an online shopping experience,2010-07-13,21,5,Duvall,Jimmy R.,Yahoo! Inc.
8290986,System and method for learning a weighted index to categorize objects,2010-07-13,20,16,Madani,Omid,Yahoo! Inc.
8296177,System and method for learning a weighted index to categorize objects,2010-07-13,20,16,Connor,Michael James,Yahoo! Inc.
8301437,Visual interface to indicate custom binning of items,2010-07-13,17,32,Ford,Lisa Akerman,Yahoo! Inc.
8301545,Visual interface to indicate custom binning of items,2010-07-13,17,32,Shanbhag,Amit Umesh,Yahoo! Inc.
8301614,Visual interface to indicate custom binning of items,2010-07-13,17,32,Rajagopalan,Sundara Raman,Yahoo! Inc.
8301624,Visual interface to indicate custom binning of items,2010-07-13,17,32,Koran,Joshua Miller,Yahoo! Inc.
8301719,Visual interface to indicate custom binning of items,2010-07-13,17,32,Ames,Glen Anthony,Yahoo! Inc.
8301728,Visual interface to indicate custom binning of items,2010-07-13,17,32,Burgess,David A.,Yahoo! Inc.
8306966,User interface for transitioning between chat and email,2010-07-13,21,23,Mehta,Samir Bhupatrai,Yahoo! Inc.
8307029,User interface for transitioning between chat and email,2010-07-13,21,23,Rosenberg,Greg A.,Yahoo! Inc.
8312108,User interface for transitioning between chat and email,2010-07-13,21,23,Kenney,James P.,Yahoo! Inc.
8312380,User interface for transitioning between chat and email,2010-07-13,21,23,Diamond,Ethan H.,Yahoo! Inc.
8316300,Apparatus and method for controlling content access based on shared annotations for annotated users in a folksonomy scheme,2010-07-20,19,5,Norton,Kenneth S.,Yahoo! Inc.
8316392,Apparatus and method for controlling content access based on shared annotations for annotated users in a folksonomy scheme,2010-07-20,19,5,Arnold,Nathan,Yahoo! Inc.
8321280,Apparatus and method for controlling content access based on shared annotations for annotated users in a folksonomy scheme,2010-07-20,19,5,Hall,Ashley Woodman,Yahoo! Inc.
8332334,Apparatus and method for controlling content access based on shared annotations for annotated users in a folksonomy scheme,2010-07-20,19,5,Tam,Chung-Man,Yahoo! Inc.
