Year,LocationAbbr,LocationDesc,GeographicLevel,Stroke Mortality,Gender,Ethnicity
2013,FL,Miami-Dade x,x,97,y,Black
2013,FL,Monroe x,x,92.7,y,Black
2013,FL,Nassau x,x,98.1,y,Black
2013,FL,Okaloosa x,x,141.2,y,Black
2013,FL,Okeechobee x,x,98.3,y,Black
2013,FL,Orange x,x,97.2,y,Black
2013,FL,Osceola x,x,94.5,y,Black
2013,FL,Palm Beach x,x,102.6,y,Black
2013,FL,Pasco x,x,90.9,y,Black
2013,FL,Pinellas x,x,88.2,y,Black
2013,FL,Polk x,x,95.7,y,Black
2013,FL,Putnam x,x,117.5,y,Black
2013,FL,St. Johns x,x,96.1,y,Black
2013,FL,St. Lucie x,x,93.9,y,Black
2013,FL,Santa Rosa x,x,137,y,Black
2013,FL,Sarasota x,x,77.3,y,Black
2013,FL,Seminole x,x,97.9,y,Black
2013,FL,Sumter x,x,94.7,y,Black
2013,FL,Suwannee x,x,108.6,y,Black
2013,FL,Taylor x,x,90.8,y,Black
2013,FL,Union x,x,116.9,y,Black
2013,FL,Volusia x,x,111,y,Black
2013,FL,Wakulla x,x,78.1,y,Black
2013,FL,Walton x,x,135.4,y,Black
2013,FL,Washington x,x,114,y,Black
2013,FL,Alachua x,x,129.1,Male,Black
2013,FL,Baker x,x,171.8,Male,Black
2013,FL,Bay x,x,87.3,Male,Black
2013,FL,Bradford x,x,167.2,Male,Black
2013,FL,Brevard x,x,106.6,Male,Black
2013,FL,Broward x,x,105.4,Male,Black
2013,FL,Calhoun x,x,108.5,Male,Black
2013,FL,Charlotte x,x,74.7,Male,Black
2013,FL,Citrus x,x,107.1,Male,Black
2013,FL,Clay x,x,137.5,Male,Black
2013,FL,Collier x,x,103.4,Male,Black
2013,FL,Columbia x,x,147.4,Male,Black
2013,FL,DeSoto x,x,86.9,Male,Black
2013,FL,Dixie x,x,,Male,Black
2013,FL,Duval x,x,107.7,Male,Black
2013,FL,Escambia x,x,171.7,Male,Black
2013,FL,Flagler x,x,105.3,Male,Black
2013,RI,Rhode Island,State,38.4,y,Hispanic
2013,FL,Franklin x,x,,Male,Black
2013,FL,Gadsden x,x,129.8,Male,Black
2013,FL,Gilchrist x,x,127.2,Male,Black
2013,FL,Glades x,x,99.8,Male,Black
2013,FL,Gulf x,x,88.9,Male,Black
2013,FL,Hamilton x,x,98.5,Male,Black
2013,FL,Hardee x,x,103.7,Male,Black
2013,FL,Hendry x,x,105.3,Male,Black
2013,FL,Hernando x,x,121.9,Male,Black
2013,FL,Highlands x,x,87.1,Male,Black
2013,FL,Hillsborough x,x,107.7,Male,Black
2013,FL,Holmes x,x,103.9,Male,Black
2013,FL,Indian River x,x,112.1,Male,Black
2013,FL,Jackson x,x,105.9,Male,Black
2013,FL,Jefferson x,x,130.5,Male,Black
2013,FL,Lafayette x,x,,Male,Black
2013,FL,Lake x,x,103.7,Male,Black
2013,FL,Lee x,x,81.1,Male,Black
2013,FL,Leon x,x,92.2,Male,Black
2013,FL,Levy x,x,116.2,Male,Black
2013,FL,Liberty x,x,89.8,Male,Black
2013,FL,Madison x,x,88.7,Male,Black
2013,FL,Manatee x,x,100.8,Male,Black
2013,FL,Marion x,x,115.8,Male,Black
2013,FL,Martin x,x,109.9,Male,Black
2013,FL,Miami-Dade x,x,104.9,Male,Black
2013,FL,Monroe x,x,100.4,Male,Black
2013,FL,Nassau x,x,124,Male,Black
2013,FL,Okaloosa x,x,157.9,Male,Black
2013,FL,Okeechobee x,x,103.5,Male,Black
2013,FL,Orange x,x,102.9,Male,Black
2013,FL,Osceola x,x,98.7,Male,Black
2013,FL,Palm Beach x,x,108.3,Male,Black
2013,FL,Pasco x,x,103.8,Male,Black
2013,FL,Pinellas x,x,85.3,Male,Black
2013,FL,Polk x,x,106.3,Male,Black
2013,FL,Putnam x,x,120.6,Male,Black
2013,FL,St. Johns x,x,106.3,Male,Black
2013,FL,St. Lucie x,x,127.7,Male,Black
2013,FL,Santa Rosa x,x,169.4,Male,Black
2013,FL,Sarasota x,x,75.7,Male,Black
2013,FL,Seminole x,x,107.3,Male,Black
2013,FL,Sumter x,x,99,Male,Black
2013,FL,Suwannee x,x,102.1,Male,Black
2013,FL,Taylor x,x,,Male,Black
2013,FL,Union x,x,141.6,Male,Black
2013,FL,Volusia x,x,106.3,Male,Black
2013,FL,Wakulla x,x,117.3,Male,Black
2013,FL,Walton x,x,114,Male,Black
2013,FL,Washington x,x,95.8,Male,Black
2013,FL,Alachua x,x,89.4,Female,Black
2013,FL,Baker x,x,89.7,Female,Black
2013,FL,Bay x,x,119.1,Female,Black
2013,FL,Bradford x,x,97.4,Female,Black
2013,FL,Brevard x,x,84.5,Female,Black
2013,FL,Broward x,x,96.6,Female,Black
2013,FL,Calhoun x,x,95.1,Female,Black
2013,FL,Charlotte x,x,62.8,Female,Black
2013,FL,Citrus x,x,83,Female,Black
2013,FL,Clay x,x,90.2,Female,Black
2013,FL,Collier x,x,88,Female,Black
2013,FL,Columbia x,x,93,Female,Black
2013,FL,DeSoto x,x,80.7,Female,Black
2013,FL,Dixie x,x,,Female,Black
2013,FL,Duval x,x,90,Female,Black
2013,FL,Escambia x,x,110.2,Female,Black
2013,FL,Flagler x,x,89.5,Female,Black
2013,FL,Franklin x,x,,Female,Black
2013,FL,Gadsden x,x,86.5,Female,Black
2013,FL,Gilchrist x,x,91.5,Female,Black
2013,FL,Glades x,x,86,Female,Black
2013,FL,Gulf x,x,,Female,Black
2013,FL,Hamilton x,x,101.8,Female,Black
2013,FL,Hardee x,x,85.2,Female,Black
2013,FL,Hendry x,x,97.6,Female,Black
2013,FL,Hernando x,x,63,Female,Black
2013,FL,Highlands x,x,91,Female,Black
2013,FL,Hillsborough x,x,80,Female,Black
2013,FL,Holmes x,x,153.1,Female,Black
2013,FL,Indian River x,x,72.9,Female,Black
2013,FL,Jackson x,x,106.9,Female,Black
2013,FL,Jefferson x,x,83.7,Female,Black
2013,FL,Lafayette x,x,,Female,Black
2013,FL,Lake x,x,93.8,Female,Black
2013,FL,Lee x,x,62.8,Female,Black
2013,FL,Leon x,x,75.5,Female,Black
2013,FL,Levy x,x,82.4,Female,Black
2013,FL,Liberty x,x,79.9,Female,Black
2013,FL,Madison x,x,106.4,Female,Black
2013,FL,Manatee x,x,97,Female,Black
2013,FL,Marion x,x,91.9,Female,Black
2013,FL,Martin x,x,94.4,Female,Black
2013,FL,Miami-Dade x,x,90.7,Female,Black
2013,FL,Monroe x,x,85.2,Female,Black
2013,FL,Nassau x,x,90.4,Female,Black
2013,FL,Okaloosa x,x,128.9,Female,Black
2013,FL,Okeechobee x,x,89.9,Female,Black
2013,FL,Orange x,x,89.8,Female,Black
2013,FL,Osceola x,x,86.8,Female,Black
2013,FL,Palm Beach x,x,96.8,Female,Black
2013,FL,Pasco x,x,81.1,Female,Black
2013,FL,Pinellas x,x,79.3,Female,Black
2013,FL,Polk x,x,90.8,Female,Black
2013,FL,Putnam x,x,119.5,Female,Black
2013,FL,St. Johns x,x,91.5,Female,Black
2013,FL,St. Lucie x,x,65.6,Female,Black
2013,FL,Santa Rosa x,x,114.8,Female,Black
2013,FL,Sarasota x,x,83.9,Female,Black
2013,FL,Seminole x,x,91,Female,Black
2013,FL,Sumter x,x,88.2,Female,Black
2013,FL,Suwannee x,x,109.4,Female,Black
2013,FL,Taylor x,x,,Female,Black
2013,FL,Union x,x,101.8,Female,Black
2013,FL,Volusia x,x,108.1,Female,Black
2013,FL,Wakulla x,x,72.5,Female,Black
2013,FL,Walton x,x,136.4,Female,Black
2013,FL,Washington x,x,144.5,Female,Black
2013,FL,Alachua x,x,44.8,y,Hispanic
2013,FL,Baker x,x,31.5,y,Hispanic
2013,FL,Bay x,x,,y,Hispanic
2013,FL,Bradford x,x,12.6,y,Hispanic
2013,FL,Brevard x,x,49.5,y,Hispanic
2013,FL,Broward x,x,52.4,y,Hispanic
2013,FL,Calhoun x,x,,y,Hispanic
2013,FL,Charlotte x,x,42.9,y,Hispanic
2013,FL,Citrus x,x,60.6,y,Hispanic
2013,FL,Clay x,x,44.2,y,Hispanic
2013,FL,Collier x,x,52.4,y,Hispanic
2013,FL,Columbia x,x,93.4,y,Hispanic
2013,FL,DeSoto x,x,42.6,y,Hispanic
2013,FL,Dixie x,x,,y,Hispanic
2013,FL,Duval x,x,45.9,y,Hispanic
2013,FL,Escambia x,x,,y,Hispanic
2013,FL,Flagler x,x,44.3,y,Hispanic
2013,FL,Franklin x,x,,y,Hispanic
2013,FL,Gadsden x,x,,y,Hispanic
2013,FL,Gilchrist x,x,,y,Hispanic
2013,FL,Glades x,x,48.2,y,Hispanic
2013,FL,Gulf x,x,,y,Hispanic
2013,FL,Hamilton x,x,,y,Hispanic
2013,FL,Hardee x,x,52.6,y,Hispanic
2013,FL,Hendry x,x,52.8,y,Hispanic
2013,FL,Hernando x,x,66.1,y,Hispanic
2013,FL,Highlands x,x,49.5,y,Hispanic
2013,FL,Hillsborough x,x,53.2,y,Hispanic
2013,FL,Holmes x,x,,y,Hispanic
2013,FL,Indian River x,x,46.1,y,Hispanic
2013,FL,Jackson x,x,,y,Hispanic
2013,FL,Jefferson x,x,,y,Hispanic
2013,FL,Lafayette x,x,,y,Hispanic
2013,FL,Lake x,x,54.4,y,Hispanic
2013,FL,Lee x,x,51.6,y,Hispanic
2013,FL,Leon x,x,,y,Hispanic
2013,FL,Levy x,x,56.5,y,Hispanic
2013,FL,Liberty x,x,,y,Hispanic
2013,FL,Madison x,x,,y,Hispanic
2013,FL,Manatee x,x,51.3,y,Hispanic
2013,FL,Marion x,x,53.7,y,Hispanic
2013,FL,Martin x,x,50.6,y,Hispanic
2013,FL,Miami-Dade x,x,52.4,y,Hispanic
2013,FL,Monroe x,x,51.9,y,Hispanic
2013,FL,Nassau x,x,50.8,y,Hispanic
2013,FL,Okaloosa x,x,,y,Hispanic
2013,FL,Okeechobee x,x,50.3,y,Hispanic
2013,FL,Orange x,x,53.2,y,Hispanic
2013,FL,Osceola x,x,51.5,y,Hispanic
2013,FL,Palm Beach x,x,53,y,Hispanic
2013,FL,Pasco x,x,54.7,y,Hispanic
2013,FL,Pinellas x,x,52.3,y,Hispanic
2013,FL,Polk x,x,54.2,y,Hispanic
2013,FL,Putnam x,x,44.8,y,Hispanic
2013,FL,St. Johns x,x,43.7,y,Hispanic
2013,FL,St. Lucie x,x,53.9,y,Hispanic
2013,FL,Santa Rosa x,x,54.3,y,Hispanic
2013,FL,Sarasota x,x,29,y,Hispanic
2013,FL,Seminole x,x,54.6,y,Hispanic
2013,FL,Sumter x,x,58.2,y,Hispanic
2013,FL,Suwannee x,x,,y,Hispanic
2013,FL,Taylor x,x,,y,Hispanic
2013,FL,Union x,x,,y,Hispanic
2013,FL,Volusia x,x,52.7,y,Hispanic
2013,FL,Wakulla x,x,,y,Hispanic
2013,FL,Walton x,x,,y,Hispanic
2013,FL,Washington x,x,,y,Hispanic
2013,FL,Alachua x,x,49.5,Male,Hispanic
2013,FL,Baker x,x,,Male,Hispanic
2013,FL,Bay x,x,,Male,Hispanic
2013,FL,Bradford x,x,,Male,Hispanic
2013,FL,Brevard x,x,51.6,Male,Hispanic
2013,FL,Broward x,x,55.9,Male,Hispanic
2013,FL,Calhoun x,x,,Male,Hispanic
2013,FL,Charlotte x,x,29.5,Male,Hispanic
2013,FL,Citrus x,x,50.6,Male,Hispanic
2013,FL,Clay x,x,42.7,Male,Hispanic
2013,FL,Collier x,x,55.7,Male,Hispanic
2013,FL,Columbia x,x,,Male,Hispanic
2013,FL,DeSoto x,x,59.4,Male,Hispanic
2013,FL,Dixie x,x,,Male,Hispanic
2013,FL,Duval x,x,37.6,Male,Hispanic
2013,FL,Escambia x,x,,Male,Hispanic
2013,FL,Flagler x,x,52.9,Male,Hispanic
2013,FL,Franklin x,x,,Male,Hispanic
2013,FL,Gadsden x,x,,Male,Hispanic
2013,FL,Gilchrist x,x,,Male,Hispanic
2013,FL,Glades x,x,50.9,Male,Hispanic
2013,FL,Gulf x,x,,Male,Hispanic
2013,FL,Hamilton x,x,,Male,Hispanic
2013,FL,Hardee x,x,58.8,Male,Hispanic
2013,FL,Hendry x,x,54.9,Male,Hispanic
2013,FL,Hernando x,x,70.3,Male,Hispanic
2013,FL,Highlands x,x,56,Male,Hispanic
2013,FL,Hillsborough x,x,58,Male,Hispanic
2013,FL,Holmes x,x,,Male,Hispanic
2013,FL,Indian River x,x,46.8,Male,Hispanic
2013,FL,Jackson x,x,,Male,Hispanic
2013,FL,Jefferson x,x,,Male,Hispanic
2013,FL,Lafayette x,x,,Male,Hispanic
2013,FL,Lake x,x,60.9,Male,Hispanic
2013,FL,Lee x,x,40.8,Male,Hispanic
2013,FL,Leon x,x,,Male,Hispanic
2013,FL,Levy x,x,48.3,Male,Hispanic
2013,FL,Liberty x,x,,Male,Hispanic
2013,FL,Madison x,x,,Male,Hispanic
2013,FL,Manatee x,x,57.8,Male,Hispanic
2013,FL,Marion x,x,57,Male,Hispanic
2013,FL,Martin x,x,57.6,Male,Hispanic
2013,FL,Miami-Dade x,x,55.7,Male,Hispanic
2013,FL,Monroe x,x,55.2,Male,Hispanic
2013,FL,Nassau x,x,,Male,Hispanic
2013,FL,Okaloosa x,x,,Male,Hispanic
2013,FL,Okeechobee x,x,56.1,Male,Hispanic
2013,FL,Orange x,x,62.8,Male,Hispanic
2013,FL,Osceola x,x,57.7,Male,Hispanic
2013,FL,Palm Beach x,x,56.8,Male,Hispanic
2013,FL,Pasco x,x,60.1,Male,Hispanic
2013,FL,Pinellas x,x,54.9,Male,Hispanic
2013,FL,Polk x,x,62.5,Male,Hispanic
2013,FL,Putnam x,x,51,Male,Hispanic
2013,FL,St. Johns x,x,39.3,Male,Hispanic
2013,FL,St. Lucie x,x,55.8,Male,Hispanic
2013,FL,Santa Rosa x,x,,Male,Hispanic
2013,FL,Sarasota x,x,12,Male,Hispanic
2013,FL,Seminole x,x,60,Male,Hispanic
2013,FL,Sumter x,x,63.4,Male,Hispanic
2013,FL,Suwannee x,x,,Male,Hispanic
2013,FL,Taylor x,x,,Male,Hispanic
2013,FL,Union x,x,,Male,Hispanic
2013,FL,Volusia x,x,57.7,Male,Hispanic
2013,FL,Wakulla x,x,,Male,Hispanic
2013,FL,Walton x,x,,Male,Hispanic
2013,FL,Washington x,x,,Male,Hispanic
2013,FL,Alachua x,x,23.8,Female,Hispanic
2013,FL,Baker x,x,38.7,Female,Hispanic
2013,FL,Bay x,x,,Female,Hispanic
2013,FL,Bradford x,x,,Female,Hispanic
2013,FL,Brevard x,x,47.8,Female,Hispanic
2013,FL,Broward x,x,49.1,Female,Hispanic
2013,FL,Calhoun x,x,,Female,Hispanic
2013,FL,Charlotte x,x,45.4,Female,Hispanic
2013,FL,Citrus x,x,70.8,Female,Hispanic
2013,FL,Clay x,x,34.7,Female,Hispanic
2013,FL,Collier x,x,49.7,Female,Hispanic
2013,FL,Columbia x,x,,Female,Hispanic
2013,FL,DeSoto x,x,37,Female,Hispanic
2013,FL,Dixie x,x,,Female,Hispanic
2013,FL,Duval x,x,58,Female,Hispanic
2013,FL,Escambia x,x,,Female,Hispanic
2013,FL,Flagler x,x,36.4,Female,Hispanic
2013,FL,Franklin x,x,,Female,Hispanic
2013,FL,Gadsden x,x,,Female,Hispanic
2013,FL,Gilchrist x,x,,Female,Hispanic
2013,FL,Glades x,x,44.6,Female,Hispanic
2013,FL,Gulf x,x,,Female,Hispanic
2013,FL,Hamilton x,x,,Female,Hispanic
2013,FL,Hardee x,x,47.2,Female,Hispanic
2013,FL,Hendry x,x,49.8,Female,Hispanic
2013,FL,Hernando x,x,62.3,Female,Hispanic
2013,FL,Highlands x,x,43.8,Female,Hispanic
2013,FL,Hillsborough x,x,49.1,Female,Hispanic
2013,FL,Holmes x,x,,Female,Hispanic
2013,FL,Indian River x,x,43.7,Female,Hispanic
2013,FL,Jackson x,x,,Female,Hispanic
2013,FL,Jefferson x,x,,Female,Hispanic
2013,FL,Lafayette x,x,,Female,Hispanic
2013,FL,Lake x,x,49.5,Female,Hispanic
2013,FL,Lee x,x,51.2,Female,Hispanic
2013,FL,Leon x,x,,Female,Hispanic
2013,FL,Levy x,x,61.2,Female,Hispanic
2013,FL,Liberty x,x,,Female,Hispanic
2013,FL,Madison x,x,,Female,Hispanic
2013,FL,Manatee x,x,46.5,Female,Hispanic
2013,FL,Marion x,x,54.2,Female,Hispanic
2013,FL,Martin x,x,44.4,Female,Hispanic
2013,FL,Miami-Dade x,x,49.6,Female,Hispanic
2013,FL,Monroe x,x,48.8,Female,Hispanic
2013,FL,Nassau x,x,59.5,Female,Hispanic
2013,FL,Okaloosa x,x,,Female,Hispanic
2013,FL,Okeechobee x,x,45.3,Female,Hispanic
2013,FL,Orange x,x,47.6,Female,Hispanic
2013,FL,Osceola x,x,45.8,Female,Hispanic
2013,FL,Palm Beach x,x,49.4,Female,Hispanic
2013,FL,Pasco x,x,50.5,Female,Hispanic
2013,FL,Pinellas x,x,49.5,Female,Hispanic
2013,FL,Polk x,x,47.6,Female,Hispanic
2013,FL,Putnam x,x,39,Female,Hispanic
2013,FL,St. Johns x,x,36.5,Female,Hispanic
2013,FL,St. Lucie x,x,50.6,Female,Hispanic
2013,FL,Santa Rosa x,x,,Female,Hispanic
2013,FL,Sarasota x,x,40.4,Female,Hispanic
2013,FL,Seminole x,x,47.9,Female,Hispanic
2013,FL,Sumter x,x,55.6,Female,Hispanic
2013,FL,Suwannee x,x,,Female,Hispanic
2013,FL,Taylor x,x,,Female,Hispanic
2013,FL,Union x,x,,Female,Hispanic
2013,FL,Volusia x,x,48.2,Female,Hispanic
2013,FL,Wakulla x,x,,Female,Hispanic
2013,FL,Walton x,x,,Female,Hispanic
2013,FL,Washington x,x,,Female,Hispanic
2013,FL,Alachua x,x,59.9,y,Asian and Pacific Islander
2013,FL,Baker x,x,85.5,y,Asian and Pacific Islander
2013,FL,Bay x,x,,y,Asian and Pacific Islander
2013,FL,Bradford x,x,72.6,y,Asian and Pacific Islander
2013,FL,Brevard x,x,53.5,y,Asian and Pacific Islander
2013,FL,Broward x,x,44.1,y,Asian and Pacific Islander
2013,FL,Calhoun x,x,,y,Asian and Pacific Islander
2013,FL,Charlotte x,x,,y,Asian and Pacific Islander
2013,FL,Citrus x,x,,y,Asian and Pacific Islander
2013,FL,Clay x,x,78.1,y,Asian and Pacific Islander
2013,FL,Collier x,x,43.3,y,Asian and Pacific Islander
2013,FL,Columbia x,x,,y,Asian and Pacific Islander
2013,FL,DeSoto x,x,,y,Asian and Pacific Islander
2013,FL,Dixie x,x,,y,Asian and Pacific Islander
2013,FL,Duval x,x,83,y,Asian and Pacific Islander
2013,FL,Escambia x,x,,y,Asian and Pacific Islander
2013,FL,Flagler x,x,,y,Asian and Pacific Islander
2013,FL,Franklin x,x,,y,Asian and Pacific Islander
2013,FL,Gadsden x,x,,y,Asian and Pacific Islander
2013,FL,Gilchrist x,x,,y,Asian and Pacific Islander
2013,FL,Glades x,x,40.9,y,Asian and Pacific Islander
2013,FL,Gulf x,x,,y,Asian and Pacific Islander
2013,FL,Hamilton x,x,,y,Asian and Pacific Islander
2013,FL,Hardee x,x,34.3,y,Asian and Pacific Islander
2013,FL,Hendry x,x,42.3,y,Asian and Pacific Islander
2013,FL,Hernando x,x,,y,Asian and Pacific Islander
2013,RI,Rhode Island,State,,Male,Hispanic
2013,FL,Highlands x,x,50.3,y,Asian and Pacific Islander
2013,FL,Hillsborough x,x,29.5,y,Asian and Pacific Islander
2013,FL,Holmes x,x,,y,Asian and Pacific Islander
2013,FL,Indian River x,x,44.6,y,Asian and Pacific Islander
2013,FL,Jackson x,x,,y,Asian and Pacific Islander
2013,FL,Jefferson x,x,,y,Asian and Pacific Islander
2013,FL,Lafayette x,x,,y,Asian and Pacific Islander
2013,FL,Lake x,x,52.4,y,Asian and Pacific Islander
2013,FL,Lee x,x,,y,Asian and Pacific Islander
2013,FL,Leon x,x,,y,Asian and Pacific Islander
2013,FL,Levy x,x,,y,Asian and Pacific Islander
2013,FL,Liberty x,x,,y,Asian and Pacific Islander
2013,FL,Madison x,x,,y,Asian and Pacific Islander
2013,FL,Manatee x,x,30.6,y,Asian and Pacific Islander
2013,FL,Marion x,x,45.6,y,Asian and Pacific Islander
2013,FL,Martin x,x,42.3,y,Asian and Pacific Islander
2013,FL,Miami-Dade x,x,43.9,y,Asian and Pacific Islander
2013,FL,Monroe x,x,40.3,y,Asian and Pacific Islander
2013,FL,Nassau x,x,87.1,y,Asian and Pacific Islander
2013,FL,Okaloosa x,x,,y,Asian and Pacific Islander
2013,FL,Okeechobee x,x,45.8,y,Asian and Pacific Islander
2013,FL,Orange x,x,52.6,y,Asian and Pacific Islander
2013,FL,Osceola x,x,54.5,y,Asian and Pacific Islander
2013,FL,Palm Beach x,x,45,y,Asian and Pacific Islander
2013,FL,Pasco x,x,58.1,y,Asian and Pacific Islander
2013,FL,Pinellas x,x,51.5,y,Asian and Pacific Islander
2013,FL,Polk x,x,47.3,y,Asian and Pacific Islander
2013,FL,Putnam x,x,54.6,y,Asian and Pacific Islander
2013,FL,St. Johns x,x,79.7,y,Asian and Pacific Islander
2013,FL,St. Lucie x,x,,y,Asian and Pacific Islander
2013,FL,Santa Rosa x,x,,y,Asian and Pacific Islander
2013,FL,Sarasota x,x,,y,Asian and Pacific Islander
2013,FL,Seminole x,x,52.8,y,Asian and Pacific Islander
2013,FL,Sumter x,x,50.7,y,Asian and Pacific Islander
2013,FL,Suwannee x,x,,y,Asian and Pacific Islander
2013,FL,Taylor x,x,,y,Asian and Pacific Islander
2013,FL,Union x,x,,y,Asian and Pacific Islander
2013,FL,Volusia x,x,53.1,y,Asian and Pacific Islander
2013,FL,Wakulla x,x,,y,Asian and Pacific Islander
2013,FL,Walton x,x,,y,Asian and Pacific Islander
2013,FL,Washington x,x,,y,Asian and Pacific Islander
2013,FL,Alachua x,x,59.9,y,Asian and Pacific Islander
2013,FL,Baker x,x,85.5,y,Asian and Pacific Islander
2013,FL,Bay x,x,,y,Asian and Pacific Islander
2013,FL,Bradford x,x,72.6,y,Asian and Pacific Islander
2013,FL,Brevard x,x,53.5,y,Asian and Pacific Islander
2013,FL,Broward x,x,44.1,y,Asian and Pacific Islander
2013,FL,Calhoun x,x,,y,Asian and Pacific Islander
2013,FL,Charlotte x,x,,y,Asian and Pacific Islander
2013,FL,Citrus x,x,,y,Asian and Pacific Islander
2013,FL,Clay x,x,78.1,y,Asian and Pacific Islander
2013,FL,Collier x,x,43.3,y,Asian and Pacific Islander
2013,FL,Columbia x,x,,y,Asian and Pacific Islander
2013,FL,DeSoto x,x,,y,Asian and Pacific Islander
2013,FL,Dixie x,x,,y,Asian and Pacific Islander
2013,FL,Duval x,x,83,y,Asian and Pacific Islander
2013,FL,Escambia x,x,,y,Asian and Pacific Islander
2013,FL,Flagler x,x,,y,Asian and Pacific Islander
2013,FL,Franklin x,x,,y,Asian and Pacific Islander
2013,FL,Gadsden x,x,,y,Asian and Pacific Islander
2013,FL,Gilchrist x,x,,y,Asian and Pacific Islander
2013,FL,Glades x,x,40.9,y,Asian and Pacific Islander
2013,FL,Gulf x,x,,y,Asian and Pacific Islander
2013,FL,Hamilton x,x,,y,Asian and Pacific Islander
2013,FL,Hardee x,x,34.3,y,Asian and Pacific Islander
2013,FL,Hendry x,x,42.3,y,Asian and Pacific Islander
2013,FL,Hernando x,x,,y,Asian and Pacific Islander
2013,FL,Highlands x,x,50.3,y,Asian and Pacific Islander
2013,FL,Hillsborough x,x,29.5,y,Asian and Pacific Islander
2013,FL,Holmes x,x,,y,Asian and Pacific Islander
2013,FL,Indian River x,x,44.6,y,Asian and Pacific Islander
2013,FL,Jackson x,x,,y,Asian and Pacific Islander
2013,FL,Jefferson x,x,,y,Asian and Pacific Islander
2013,FL,Lafayette x,x,,y,Asian and Pacific Islander
2013,FL,Lake x,x,52.4,y,Asian and Pacific Islander
2013,FL,Lee x,x,,y,Asian and Pacific Islander
2013,FL,Leon x,x,,y,Asian and Pacific Islander
2013,FL,Levy x,x,,y,Asian and Pacific Islander
2013,FL,Liberty x,x,,y,Asian and Pacific Islander
2013,FL,Madison x,x,,y,Asian and Pacific Islander
2013,FL,Manatee x,x,30.6,y,Asian and Pacific Islander
2013,FL,Marion x,x,45.6,y,Asian and Pacific Islander
2013,FL,Martin x,x,42.3,y,Asian and Pacific Islander
2013,FL,Miami-Dade x,x,43.9,y,Asian and Pacific Islander
2013,FL,Monroe x,x,40.3,y,Asian and Pacific Islander
2013,FL,Nassau x,x,87.1,y,Asian and Pacific Islander
2013,FL,Okaloosa x,x,,y,Asian and Pacific Islander
2013,FL,Okeechobee x,x,45.8,y,Asian and Pacific Islander
2013,FL,Orange x,x,52.6,y,Asian and Pacific Islander
2013,FL,Osceola x,x,54.5,y,Asian and Pacific Islander
2013,FL,Palm Beach x,x,45,y,Asian and Pacific Islander
2013,FL,Pasco x,x,58.1,y,Asian and Pacific Islander
2013,FL,Pinellas x,x,51.5,y,Asian and Pacific Islander
2013,FL,Polk x,x,47.3,y,Asian and Pacific Islander
2013,FL,Putnam x,x,54.6,y,Asian and Pacific Islander
2013,FL,St. Johns x,x,79.7,y,Asian and Pacific Islander
2013,FL,St. Lucie x,x,,y,Asian and Pacific Islander
2013,FL,Santa Rosa x,x,,y,Asian and Pacific Islander
2013,FL,Sarasota x,x,,y,Asian and Pacific Islander
2013,FL,Seminole x,x,52.8,y,Asian and Pacific Islander
2013,FL,Sumter x,x,50.7,y,Asian and Pacific Islander
2013,FL,Suwannee x,x,,y,Asian and Pacific Islander
2013,FL,Taylor x,x,,y,Asian and Pacific Islander
2013,FL,Union x,x,,y,Asian and Pacific Islander
2013,FL,Volusia x,x,53.1,y,Asian and Pacific Islander
2013,FL,Wakulla x,x,,y,Asian and Pacific Islander
2013,FL,Walton x,x,,y,Asian and Pacific Islander
2013,FL,Washington x,x,,y,Asian and Pacific Islander
2013,FL,Alachua x,x,59.9,y,Asian and Pacific Islander
2013,FL,Baker x,x,85.5,y,Asian and Pacific Islander
2013,FL,Bay x,x,,y,Asian and Pacific Islander
2013,FL,Bradford x,x,72.6,y,Asian and Pacific Islander
2013,FL,Brevard x,x,53.5,y,Asian and Pacific Islander
2013,FL,Broward x,x,44.1,y,Asian and Pacific Islander
2013,FL,Calhoun x,x,,y,Asian and Pacific Islander
2013,FL,Charlotte x,x,,y,Asian and Pacific Islander
2013,FL,Citrus x,x,,y,Asian and Pacific Islander
2013,FL,Clay x,x,78.1,y,Asian and Pacific Islander
2013,FL,Collier x,x,43.3,y,Asian and Pacific Islander
2013,FL,Columbia x,x,,y,Asian and Pacific Islander
2013,FL,DeSoto x,x,,y,Asian and Pacific Islander
2013,FL,Dixie x,x,,y,Asian and Pacific Islander
2013,FL,Duval x,x,83,y,Asian and Pacific Islander
2013,FL,Escambia x,x,,y,Asian and Pacific Islander
2013,FL,Flagler x,x,,y,Asian and Pacific Islander
2013,FL,Franklin x,x,,y,Asian and Pacific Islander
2013,FL,Gadsden x,x,,y,Asian and Pacific Islander
2013,FL,Gilchrist x,x,,y,Asian and Pacific Islander
2013,FL,Glades x,x,40.9,y,Asian and Pacific Islander
2013,FL,Gulf x,x,,y,Asian and Pacific Islander
2013,FL,Hamilton x,x,,y,Asian and Pacific Islander
2013,FL,Florida,State,47.3,y,Asian and Pacific Islander
2013,FL,Hardee x,x,34.3,y,Asian and Pacific Islander
2013,FL,Hendry x,x,42.3,y,Asian and Pacific Islander
2013,FL,Hernando x,x,,y,Asian and Pacific Islander
2013,FL,Highlands x,x,50.3,y,Asian and Pacific Islander
2013,FL,Hillsborough x,x,29.5,y,Asian and Pacific Islander
